会社名,勤務地,給与
株式会社アルコン | 『新潟県ハッピーパートナー企業』完全土日休み♪働きやすさ◎,《品川駅から徒歩9分！駅チカで働きやすい》 東京支店：東京都港区港南2-12-27イケダヤ品川ビル…,"月給25万円〜38万8,000円＋諸手当"
株式会社テクノプロ | 【テクノプロ・エンジニアリング社】※年間休日123日,【UIターン歓迎】 広島内近郊のプロジェクト先への配属となります。 （広島市内及び、安芸郡府中町の…,月給：25万円以上
辰巳電子工業株式会社 | 多彩な商品・サービスを提供／抜群の福利厚生と充実の職場環境,本社（奈良県橿原市）／3月以降に新設される大阪オフィス（大阪府大阪市）／奈良・京都・大阪・兵庫のプ…,"月給213,000円〜461,838円＋各種手当＋賞与"
情報テクノ株式会社 | 【2019年3月に設立】新しい環境で新しいキャリアをスタート！,本社もしくは顧客先での勤務となります。（※交通費全額支給！） 【本社】東京都青梅市千ヶ瀬2-203…,【月給】27万円〜36万円
株式会社セーフマスター | 医薬品商社「アステム」を中核に持つフォレストHDの一員,＜転勤なし！希望の勤務地に配属＞ ■東京都中央区日本橋　■福岡市博多区東比恵　■大阪市淀川区宮原…,"月給　190,000円〜300,000円＋諸手当"
ミクロン精密株式会社 | 限りなき円の追求で研削技術・技能を極める専用工作機械メーカー,◎転勤なし 山形県山形市蔵王上野578-2 ※マイカー通勤OK,"月給17万8,000円〜24万円"
株式会社キャッツ | 《横浜密着37年◎ユースエール認定企業》年休123日/フレックス制,★「桜木町駅」より徒歩5分★「馬車道駅」より徒歩4分！ 【本社】 神奈川県横浜市中区相生町6-10…,月給28万円以上+賞与（平均4.5ヶ月）
株式会社エスネットプラス | ～ソフトウェア開発を担う企業～,名古屋本社／愛知県名古屋市中区錦2丁目18番5号 白川第６ビル９階 ＜交通アクセス＞ 地下鉄東山線…,＜名古屋＞
株式会社バーズ情報科学研究所 | パソコンOCRソフト開発に成功した日本のリーディングカンパニー,★蒲田駅徒歩スグの駅前好立地！ ◎転勤なし 【蒲田センター】 東京都大田区蒲田5−15−8 蒲田月…,月給23万円〜28万円
株式会社マルノウチホールディング | 土日祝休＆残業月10時間程度でメリハリ◎ ＼◆月給32万円超◆／,＜★麹町駅徒歩1分！転勤・部署異動共にありません★＞ 東京都千代田区麹町4-5 紀尾井町アオキビル,月給32万〜35万円
株式会社プラグ | 「AI×リサーチ×デザイン」で変革を起こすベンチャー企業,★転勤なし ★フルリモートも応相談 ★神保町駅より徒歩3分の駅チカでアクセス抜群♪ 【本社】 〒1…,月給32万円以上
ドクターキューブ株式会社 | 医院向けシステムのメーカー 定着率◎※手当充実！年休120日以上,◆広島営業所 広島県広島市中区銀山町３−１ひろしまハイビル21 14F 【アクセス】 広島電鉄「銀…,月給：21万円〜50万円
ドクターキューブ株式会社 | 医院向けシステムのメーカー 定着率◎※手当充実！年休120日以上,◆名古屋営業所 愛知県名古屋市中村区名駅南1-24-30　名古屋三井ビルディング本館15F 【アク…,月給：21万円〜50万円
株式会社ミス・パリ | エステティックミス・パリグループでの募集！残業月10時間程度 ,東京本社／東京都中央区銀座5-10-2 12F,【年俸制】450万円〜(14分の1を毎月支給)
株式会社テレビ朝日メディアプレックス  | 【テレ朝グループ】★フレックスタイム ★原則在宅勤務,《転勤ナシ》 １．テレビ朝日メディアプレックス本社 (東京都港区都港区西麻布1-2-9 EXタワー…,月給25万円〜＋賞与年2回＋諸手当
株式会社コスモウェーブ  | オブジェクト指向開発に定評！最先端開発技術に携われる！,■福岡本社（博多駅より徒歩1分） 福岡県福岡市博多区博多駅前3-25-24 八百治ビル2F ■東京…,"月給 200,000円〜480,000円"
株式会社ジェスクホリウチ | （募集！）何らかのシステム開発のご経験をお持ちの方,◎金沢支店、富山システム本部での募集！ 〈金沢支店〉 石川県金沢市泉3丁目1-6 …JR金沢駅東口…,月給23万円以上
株式会社L is B | フレックスタイム制：完全週休2日制・年間休日120日以上,★転勤なし ★東京本社または関西支社での勤務となります。 【勤務地詳細】 （東京本社） 東京都千代…,月給33〜58万円
株式会社タクマ | 【東証一部上場】環境保全・エネルギープラントのパイオニア企業,【転勤なし／U・Iターン歓迎します】 本社／兵庫県尼崎市金楽寺町2丁目2番33号,月給22万310円〜（一律手当含む）＋諸手当
株式会社秋川牧園,山口県山口市仁保下郷１０３１７ ※転勤なし ※UIJターン歓迎 ※マイカー通勤OK,"月給　220,000円〜240,000円"
常盤電機株式会社 | 【無借金経営・安定基盤を誇る技術商社】★社内SE専任者の募集★,【転勤なし／U・Iターン歓迎】 本社／兵庫県姫路市北今宿2-4-1,"月給21万5,000円〜 ＋諸手当 ＋賞与2回"
株式会社エム・データ | ★民放キー局・大手広告代理店が出資★土日祝休み★深夜残業なし,【転勤なし！】基本在宅勤務となります。月1程出社です。 ◎茨城県水戸市の自社オフィス勤務 ◎マイカ…,月給29万円〜50万円 
株式会社秋川牧園,山口県山口市仁保下郷１０３１７ ※転勤なし ※UIJターン歓迎 ※マイカー通勤OK,"月給　220,000円〜280,000円"
株式会社メリーランド  | ホテル・レジャー・不動産などを手がける佐賀武雄の老舗優良企業,佐賀県武雄市朝日町大字甘久1331 ※転勤は当面の間ありません ※JR高橋駅から徒歩４分 ※マイカ…,月給　23万7000円〜30万円＋諸手当（通勤・残業手当など）
株式会社キタムラコンピュータ | 100％元請け！転勤、他会社への出向なし！将来のリーダー募集☆,＼U・Iターン歓迎！／ 【転勤なし／マイカー通勤可】 ■高知県高知市葛島2丁目3番37号,■月給 20万円〜30万円
株式会社ジェスクホリウチ | ◆安定性が魅力の老舗企業◆賞与も休み(年休124日)も文句なし！,◎金沢支店、富山システム本部での募集！ 〈金沢支店〉 石川県金沢市泉3丁目1-6 …JR金沢駅東口…,月給23万円以上
株式会社Suneight | ◆完全週休2日制／年間休日121日／長期休暇あり,【本社勤務】東京都新宿区新宿2-15-22 Landwork新宿ビル4F ※転勤は当面ありません…,"年俸制4,000,000円〜7,000,000円"
Reeracoen Philippines Inc,Makati マカティ、フィリピン,"月給130,000〜170,000ペソ"
株式会社エイビス | ★完全週休2日制 ★在宅勤務OK ★上流工程で活躍 ★残業少なめ,★転勤なし【大分・東京同時募集！】 ★U・Iターン歓迎 ■大分本社 大分市金池町3-3-11 ◎「…,月給23万円〜40万円 + 諸手当
アイピーシステム株式会社 | 【創業以来無借金経営！富士通・ベネッセなど大手企業と取引◎】,＼ U・Iターン歓迎 ／ ◎岡山市・高松市・大阪市のいずれか（希望考慮） 本社 岡山県岡山市北区北…,"月給 217,000円以上＋諸手当"
アイピーシステム株式会社 | 富士通／ベネッセ／NTTデータグループ各社など大手企業と取引◎,＼ U・Iターン歓迎 ／ ◎岡山市・高松市・大阪市のいずれか（希望考慮） 本社 岡山県岡山市北区北…,"月給 217,000円以上＋諸手当"
中央漁具株式会社 | 無借金経営継続の釣り具専門商社／業界のリーディングカンパニー,【転勤なし／本町駅スグの好立地】 本社／大阪府大阪市西区西本町1-9-22 ※U・Iターン歓迎 ※…,月給21万円〜27万円＋各種手当（住宅手当2万円など）＋賞与年2回
井原精機株式会社 | グローバル化と環境を視野に、新たな価値の創造に挑戦する会社,【転勤なし】 岡山県井原市上出部町431-3 ※マイカー通勤OK,"月給　193,000円〜230,000円＋諸手当"
株式会社オデッセイコミュニケーションズ | [新しい資格。新しいキャリア。]★完全週休2日 ★残業月10h程度,当社本社（東京都千代田区丸の内3-3-1　新東京ビル B1） 〈アクセス〉 ■JR山手線「有楽町駅…,月給26.6万円〜
マルコメ株式会社 | 【マルコメ君でおなじみ！】日本を代表する発酵食品メーカー！,【本社】 長野県長野市安茂里883 各線「長野駅」より徒歩約10分 ※転勤はありません。 ※マイカ…,月給20.5万円〜
株式会社百十四銀行 | 創業明治11年／香川県を中心に展開する地域のリーディングバンク,＜本店＞ 香川県高松市亀井町5番地の1,月給35万円〜
株式会社デジック | 東京で自由度高くプロフェッショナル集団を目指す！,東京都千代田区神田司町2-10-8 秀永神田ビル6階 ◆転勤の有無は選択自由です ◆UIターン歓迎…,"月給：300,000円〜540,000円"
株式会社デジック | 北海道で自由度高くプロフェッショナル集団を目指す！,本社／北海道札幌市中央区大通西5-11 大五ビル7階 または 札幌市内のクライアント先（中央区が9…,"月給：255,000円〜495,000円"
株式会社ブルーオーシャンシステム | 「気づく」「学ぶ」「つなぐ」を支援する！,本社／静岡県静岡市葵区紺屋町12-8　（旧三晃社ビル 4階、2階） ＜アクセス＞ JR線「静岡」駅…,月給25万〜50万円＋諸手当
オリジン工業株式会社 | インテリア＆サインディスプレイで「いいね!!」をカタチに。,富山県高岡市辻410 ☆転勤なし・マイカー通勤OK,"月給24万6,000〜30万3,000円+諸手当"
"長野県農協直販株式会社 | 長野県JAグループ◇取引先1,700店舗◇信州産農畜産物の流通拠点",【本社】 長野県長野市市場2-1 ★マイカー通勤OK（駐車場完備）,月給25万円以上 ＋ 諸手当
株式会社スーパープランニング | モノ、コト作りを通じて世界に感動を広げるクリエイティブ企業,【マイカー通勤OK！】静岡県浜松市中区瓜内町1937＜U・Iターン歓迎＞,月給:20万円〜30万円
ユニオンツール株式会社 | 東証一部上場企業！国内・世界のPCBドリル製品で圧倒的シェア！,【本社勤務／転勤なし／駅近オフィス】 東京都品川区南大井6-17-1,"月給208,000円〜252,000円"
ヤマハモーターソリューション株式会社 | ヤマハ発動機グループのITサービス&ソリューション企業,【磐田事業所】静岡県磐田市新貝2500※マイカー通勤可※WEB面接可 ＜アクセス＞ ▼車・タクシー…,"月給：23万5,000円〜32万円+各種手当+賞与年2回（6ヶ月分※2019年度実績）"
株式会社ヴィンクス | 流通小売業界に特化した超ユーザー系SI企業★昨年実績4.2ヶ月分,大阪・東京・千葉で大募集！ ▼本社 ※小売業界の基幹システム、POSシステム、人事系システム 大阪…,月給24万円〜51万5000円＋賞与年2回（昨年実績4.2ヶ月分）
